Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",1,60.0,5.0,0,0.0,"","",
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",2,80.0,3.0,0,0.0,,,
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",3,100.0,1.0,0,0.0,,,
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",4,110.0,1.0,0,0.0,,,
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",5,120.0,1.0,0,0.0,,,
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",6,130.0,1.0,0,0.0,,,
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",7,140.0,1.0,0,0.0,,,
2024-06-18 11:04:00,"Deadlift 1RPM",1h,"Deadlift (Barbell)",F,150.0,0.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Squat (Barbell)",1,40.0,10.0,0,0.0,"","",
2024-06-19 17:01:00,"Legs",1h,"Squat (Barbell)",2,65.0,10.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Squat (Barbell)",3,65.0,10.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Squat (Barbell)",4,65.0,10.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Hip Thrust (Barbell)",1,40.0,8.0,0,0.0,"",,
2024-06-19 17:01:00,"Legs",1h,"Hip Thrust (Barbell)",2,75.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Hip Thrust (Barbell)",3,75.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Hip Thrust (Barbell)",4,75.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Romanian Deadlift (Barbell)",1,80.0,8.0,0,0.0,"",,
2024-06-19 17:01:00,"Legs",1h,"Romanian Deadlift (Barbell)",2,100.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Romanian Deadlift (Barbell)",3,100.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Romanian Deadlift (Barbell)",4,100.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Lying Leg Curl (Machine)",1,40.0,8.0,0,0.0,"",,
2024-06-19 17:01:00,"Legs",1h,"Lying Leg Curl (Machine)",2,40.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Lying Leg Curl (Machine)",3,45.0,8.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Split Squat (Kettlebell)",1,12.0,10.0,0,0.0,"",,
2024-06-19 17:01:00,"Legs",1h,"Split Squat (Kettlebell)",2,12.0,10.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Split Squat (Kettlebell)",3,12.0,10.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Ball Side Throw",1,15.0,11.0,0,0.0,"",,
2024-06-19 17:01:00,"Legs",1h,"Ball Side Throw",2,15.0,12.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Ball Side Throw",3,15.0,11.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Ball Side Throw",4,15.0,11.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Ball Slams",1,15.0,13.0,0,0.0,"",,
2024-06-19 17:01:00,"Legs",1h,"Ball Slams",2,15.0,12.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Ball Slams",3,15.0,12.0,0,0.0,,,
2024-06-19 17:01:00,"Legs",1h,"Ball Slams",4,1.0,12.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Bench Press (Dumbbell)",1,40.0,10.0,0,0.0,"","",
2024-06-24 11:01:00,"Chest / Push",1h,"Bench Press (Dumbbell)",2,60.0,5.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Bench Press (Dumbbell)",3,60.0,6.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Bench Press (Dumbbell)",4,60.0,5.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Incline Bench Press (Barbell)",1,40.0,10.0,0,0.0,"",,
2024-06-24 11:01:00,"Chest / Push",1h,"Incline Bench Press (Barbell)",2,45.0,10.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Incline Bench Press (Barbell)",3,50.0,10.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Chest Dip",1,0,5.0,0,0.0,"",,
2024-06-24 11:01:00,"Chest / Push",1h,"Chest Dip",2,0,5.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Chest Dip",3,0,5.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Triceps Pushdown (Cable - Straight Bar)",1,25.0,10.0,0,0.0,"",,
2024-06-24 11:01:00,"Chest / Push",1h,"Triceps Pushdown (Cable - Straight Bar)",2,28.5,10.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Triceps Pushdown (Cable - Straight Bar)",3,28.5,10.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Lateral Raise (Dumbbell)",1,8.0,10.0,0,0.0,"",,
2024-06-24 11:01:00,"Chest / Push",1h,"Lateral Raise (Dumbbell)",2,8.0,10.0,0,0.0,,,
2024-06-24 11:01:00,"Chest / Push",1h,"Lateral Raise (Dumbbell)",3,8.0,10.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Lat Pulldown (Cable)",W,35.0,10.0,0,0.0,"","",
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Lat Pulldown (Cable)",1,65.0,10.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Lat Pulldown (Cable)",2,65.0,10.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Lat Pulldown (Cable)",3,65.0,8.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Pendlay Row (Barbell)",1,40.0,10.0,0,0.0,"",,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Pendlay Row (Barbell)",2,40.0,10.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Pendlay Row (Barbell)",3,40.0,10.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Deadlift (Barbell)",1,60.0,8.0,0,0.0,"",,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Deadlift (Barbell)",2,80.0,8.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Deadlift (Barbell)",3,80.0,8.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Deadlift (Barbell)",4,80.0,8.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Incline Row (Dumbbell)",1,28.0,12.0,0,0.0,"",,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Incline Row (Dumbbell)",2,32.0,12.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Incline Row (Dumbbell)",3,32.0,12.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Incline Row (Dumbbell)",4,32.0,12.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Preacher Curl (Barbell)",1,17.0,10.0,0,0.0,"",,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Preacher Curl (Barbell)",2,17.0,10.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Preacher Curl (Barbell)",3,17.0,10.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Bicep Curl (Cable)",1,12.5,15.0,0,0.0,"",,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Bicep Curl (Cable)",2,12.5,15.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Bicep Curl (Cable)",3,12.5,15.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Bicep Curl (Cable)",D,10.0,25.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Bicep Curl (Cable)",D,7.5,19.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Bicep Curl (Cable)",D,5.0,26.0,0,0.0,,,
2024-07-01 18:00:00,"Pull / Back & Arms",1h,"Bicep Curl (Cable)",D,2.5,34.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Bench Press (Barbell)",1,40.0,8.0,0,0.0,"","",
2024-07-02 11:01:00,"Midday Workout",1h,"Bench Press (Barbell)",2,50.0,5.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Bench Press (Barbell)",3,60.0,5.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Bench Press (Barbell)",4,70.0,2.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Bench Press (Barbell)",5,75.0,1.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Bench Press (Barbell)",F,80.0,0.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Pin Press",1,20.0,15.0,0,0.0,"",,
2024-07-02 11:01:00,"Midday Workout",1h,"Pin Press",2,30.0,15.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Pin Press",3,20.0,13.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Triceps Pushdown (Cable - Straight Bar)",1,20.0,8.0,0,0.0,"",,
2024-07-02 11:01:00,"Midday Workout",1h,"Triceps Pushdown (Cable - Straight Bar)",2,60.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Triceps Pushdown (Cable - Straight Bar)",3,50.0,10.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Triceps Pushdown (Cable - Straight Bar)",4,55.0,8.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",1,60.0,8.0,0,0.0,"",,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",2,100.0,1.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",3,100.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",4,100.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",5,100.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",6,100.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",7,100.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",8,100.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",9,100.0,3.0,0,0.0,,,
2024-07-02 11:01:00,"Midday Workout",1h,"Deadlift (Barbell)",10,100.0,3.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Bench Press (Barbell)",W,40.0,12.0,0,0.0,"","",
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Bench Press (Barbell)",1,50.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Bench Press (Barbell)",2,60.0,8.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Bench Press (Barbell)",3,60.0,8.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Incline Bench Press (Dumbbell)",W,28.0,15.0,0,0.0,"",,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Incline Bench Press (Dumbbell)",1,32.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Incline Bench Press (Dumbbell)",2,36.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Incline Bench Press (Dumbbell)",3,36.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Pin Press",W,40.0,12.0,0,0.0,"",,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Pin Press",1,50.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Pin Press",2,50.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Pin Press",3,50.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",1,25.0,10.0,0,0.0,"",,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",2,25.0,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",3,28.5,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",4,28.5,10.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Lateral Raise (Dumbbell)",1,8.0,12.0,0,0.0,"",,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Lateral Raise (Dumbbell)",2,8.0,12.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Lateral Raise (Dumbbell)",3,8.0,12.0,0,0.0,,,
2024-07-14 18:19:00,"Push - Chest",1h 9m,"Lateral Raise (Dumbbell)",4,8.0,12.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",1,35.0,15.0,0,0.0,"","",
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",2,50.0,12.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",3,60.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",4,60.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",5,60.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",1,40.0,10.0,0,0.0,"",,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",2,40.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",3,40.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",4,40.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",1,60.0,10.0,0,0.0,"",,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",2,60.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",3,70.0,8.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",4,70.0,8.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",1,32.0,12.0,0,0.0,"",,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",2,32.0,12.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",3,32.0,12.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",4,32.0,12.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Preacher Curl (Barbell)",1,17.0,10.0,0,0.0,"",,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Preacher Curl (Barbell)",2,17.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Preacher Curl (Barbell)",3,17.0,10.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Bicep Curl (Cable)",1,12.5,15.0,0,0.0,"",,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Bicep Curl (Cable)",2,12.5,15.0,0,0.0,,,
2024-07-15 20:06:46,"Pull / Back & Arms",1h 4m,"Bicep Curl (Cable)",3,12.5,15.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Lat Pulldown (Cable)",1,50.0,10.0,0,0.0,"","",
2024-07-16 11:03:00,"Midday Workout",57m,"Lat Pulldown (Cable)",2,50.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Lat Pulldown (Cable)",3,50.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Lat Pulldown (Cable)",4,50.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Lat Pulldown - Underhand (Cable)",1,35.0,10.0,0,0.0,"",,
2024-07-16 11:03:00,"Midday Workout",57m,"Lat Pulldown - Underhand (Cable)",2,35.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Lat Pulldown - Underhand (Cable)",3,35.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Triceps Pushdown (Cable - Straight Bar)",1,30.0,10.0,0,0.0,"",,
2024-07-16 11:03:00,"Midday Workout",57m,"Triceps Pushdown (Cable - Straight Bar)",2,30.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Triceps Pushdown (Cable - Straight Bar)",3,30.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Bicep Curl (Cable)",1,15.0,10.0,0,0.0,"",,
2024-07-16 11:03:00,"Midday Workout",57m,"Bicep Curl (Cable)",2,15.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Bicep Curl (Cable)",3,15.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Incline Bench Press (Dumbbell)",W,20.0,15.0,0,0.0,"",,
2024-07-16 11:03:00,"Midday Workout",57m,"Incline Bench Press (Dumbbell)",1,35.0,15.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Incline Bench Press (Dumbbell)",2,35.0,15.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Incline Bench Press (Dumbbell)",3,35.0,15.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Pullover (Machine)",1,20.0,10.0,0,0.0,"",,
2024-07-16 11:03:00,"Midday Workout",57m,"Pullover (Machine)",2,20.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Pullover (Machine)",3,20.0,20.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Seated Row (Cable)",1,40.0,10.0,0,0.0,"",,
2024-07-16 11:03:00,"Midday Workout",57m,"Seated Row (Cable)",2,40.0,10.0,0,0.0,,,
2024-07-16 11:03:00,"Midday Workout",57m,"Seated Row (Cable)",3,40.0,10.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Bench Press (Barbell)",W,40.0,10.0,0,0.0,"","",
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Bench Press (Barbell)",1,60.0,10.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Bench Press (Barbell)",2,60.0,10.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Bench Press (Barbell)",3,60.0,10.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Incline Bench Press (Dumbbell)",W,24.0,15.0,0,0.0,"",,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Incline Bench Press (Dumbbell)",1,36.0,15.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Incline Bench Press (Dumbbell)",2,36.0,15.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Incline Bench Press (Dumbbell)",F,36.0,13.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Cable Pull-Over",W,7.5,15.0,0,0.0,"",,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Cable Pull-Over",1,12.5,15.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Cable Pull-Over",2,15.0,15.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Cable Pull-Over",3,15.0,15.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Pin Press",W,40.0,10.0,0,0.0,"",,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Pin Press",F,55.0,8.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Pin Press",F,50.0,9.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Pin Press",F,50.0,9.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Triceps Pushdown (Cable - Straight Bar)",1,28.75,10.0,0,0.0,"",,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Triceps Pushdown (Cable - Straight Bar)",2,28.75,10.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Triceps Pushdown (Cable - Straight Bar)",3,28.75,10.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Triceps Pushdown (Cable - Straight Bar)",4,28.75,10.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Lateral Raise (Dumbbell)",1,8.0,12.0,0,0.0,"",,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Lateral Raise (Dumbbell)",2,8.0,12.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Lateral Raise (Dumbbell)",3,8.0,12.0,0,0.0,,,
2024-07-22 20:10:58,"Push / Chest",1h 22m,"Lateral Raise (Dumbbell)",4,8.0,12.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",W,35.0,12.0,0,0.0,"","",
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",1,60.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",2,60.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",3,60.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Lat Pulldown (Cable)",4,60.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",1,40.0,10.0,0,0.0,"",,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",2,40.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",3,40.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Pendlay Row (Barbell)",4,40.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",1,60.0,10.0,0,0.0,"",,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",2,60.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",3,60.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Deadlift (Barbell)",4,60.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",1,32.0,12.0,0,0.0,"",,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",2,32.0,12.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",3,32.0,12.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Incline Row (Dumbbell)",4,32.0,12.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Preacher Curl (Barbell)",1,17.0,10.0,0,0.0,"",,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Preacher Curl (Barbell)",2,17.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Preacher Curl (Barbell)",3,17.0,10.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Bicep Curl (Cable)",1,10.0,15.0,0,0.0,"",,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Bicep Curl (Cable)",2,10.0,15.0,0,0.0,,,
2024-07-23 17:46:20,"Pull / Back & Arms",1h 4m,"Bicep Curl (Cable)",3,10.0,15.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Squat (Barbell)",W,20.0,10.0,0,0.0,"","",
2024-07-28 11:06:06,"Legs",54m,"Squat (Barbell)",W,40.0,10.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Squat (Barbell)",1,60.0,10.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Squat (Barbell)",2,60.0,10.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Squat (Barbell)",3,60.0,10.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Romanian Deadlift (Barbell)",W,20.0,10.0,0,0.0,"",,
2024-07-28 11:06:06,"Legs",54m,"Romanian Deadlift (Barbell)",W,60.0,8.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Romanian Deadlift (Barbell)",1,80.0,8.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Romanian Deadlift (Barbell)",2,90.0,8.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Romanian Deadlift (Barbell)",3,100.0,8.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Seated Leg Curl (Machine)",1,30.0,12.0,0,0.0,"",,
2024-07-28 11:06:06,"Legs",54m,"Seated Leg Curl (Machine)",2,35.0,12.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Seated Leg Curl (Machine)",3,40.0,12.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Seated Leg Curl (Machine)",4,40.0,12.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Lying Leg Curl (Machine)",1,40.0,10.0,0,0.0,"",,
2024-07-28 11:06:06,"Legs",54m,"Lying Leg Curl (Machine)",2,40.0,10.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Lying Leg Curl (Machine)",3,45.0,8.0,0,0.0,,,
2024-07-28 11:06:06,"Legs",54m,"Lying Leg Curl (Machine)",4,45.0,8.0,0,0.0,,,
2024-07-30 19:53:54,"Push / Chest",1h 34m,"Bench Press (Barbell)",W,40.0,10.0,0,0.0,"","",
2024-07-30 19:53:54,"Push / Chest",1h 34m,"Bench Press (Barbell)",1,60.0,10.0,0,0.0,,,
2024-07-30 19:53:54,"Push / Chest",1h 34m,"Bench Press (Barbell)",2,60.0,10.0,0,0.0,,,
2024-07-30 19:53:54,"Push / Chest",1h 34m,"Bench Press (Barbell)",3,65.0,5.0,0,0.0,,,
